,page_no,manufacturer,title,price,description
125,2,Harley Benton,Fusion-III HH HT Roast B-Stock,£277,"B-Stock, Harley Benton Fusion-III HH HT Roasted Sparkle Pink Pro Series; ST-shape electric guitar; comfort body contour; body: Nyatoh (Palaquium spp);..."
126,2,Fender,AM Pro II Tele MN BTB B-Stock,"£1,485","B-Stock, Fender AM Pro II Tele MN BTB; T-Style Electric Guitar; Body: Roasted Pine; Neck: Maple; Fingerboard: Maple; Neck Mount: Bolt-On; Neck Shape: ..."
127,2,ESP,LTD EC-256 Black Satin B-Stock,£418,"Body: Mahogany (Khaya ivorensis)
                                                            3-Piece set-in neck: Mahogany (Khaya ivorensis)
                                                            Fretboard: Jatoba"
128,2,Schecter,C-1 Hellraiser FR BCH B-Stock,£915,"Mahogany body
                                                            Maple top
                                                            Set-in 3-piece mahogany neck"
129,2,ESP,LTD EC-401 Black B-Stock,£733,"Mahogany body
                                                            Set-in mahogany neck
                                                            Pau Ferro fretboard"
130,2,Squier,CV 50s Tele MN BB B-Stock,£319,"Body: Pine
                                                            Bolt-on neck: Maple
                                                            Fretboard: Maple"
131,2,Fender,Jimi Hendrix Strat OWH B-Stock,£911,"Artist Signature Series - Jimi Hendrix model
                                                            Alder body
                                                            Maple neck"
132,2,Jackson,DKR MAH Dinky MJ Serie B-Stock,"£1,379","B-Stock, Jackson DKR MAH Dinky MJ Series Gloss Black; Dinky Electric Guitar; MJ Series; Body: Mahogany; Neck: 5-pc. Maple/Walnut/Maple/Walnut/Maple; F..."
133,2,Harley Benton,Fusion-III HH EB PSP B-Stock,£221,"B-Stock, Harley Benton Fusion-III HH EB PSP; pro series, st-style electric guitar; comfort body contour with matched headstock; body: Nyatoh (Palaquiu..."
134,2,Fender,Player Plus Strat HSS  B-Stock,£777,"B-Stock, Fender Player Plus Stratocaster HSS MN 3-Color Sunburst; stratocaster electric guitar; player plus series; body: alder; neck: maple; fingerbo..."
135,2,ESP,LTD EC-1000 Vintage Bl B-Stock,£799,"Body: Mahogany
                                                            3-Piece set-in neck: Mahogany
                                                            Fretboard: Ebony"
136,2,Harley Benton,ST-20HSS SBK Standard  B-Stock,£71,"B-Stock, Harley Benton ST-20HSS SBK Standard Series; all black electric guitar; basswood body; bolt-on maple neck with modern C-shape; amaranth fretbo..."
137,2,Harley Benton,SC-200 BK Student Seri B-Stock,£80,"Student Series
                                                            Body: Poplar
                                                            Bolt-on neck: maple"
138,2,ESP,LTD GH 600 BLK B-Stock,"£1,219","B-Stock, ESP LTD GH 600 BLK, Single cut electric guitar; Gary Holt Signature model; body: Mahogany; (Khaya ivorensis / West Africa) neck: Mahogany (Kh..."
139,2,Harley Benton,SC-550 Plus EMG PAF B-Stock,£285,"B-Stock, Harley Benton SC-550Plus EMG Paradise Amber Flame; SC-Style Electric Guitar; Deluxe Series; Body: Okoume; Top: Flame AA Ahorn; Neck: Nyatoh; ..."
